long_name,height_cm,weight_kg,age,overall,potential,sofifa_id,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Vanja Milinković-Savić,202,90,25,74,78,224836.0,SUB, Serbia,18,20.0,12.0,31.0,16.0,15,55,59,30,18,41,45,38,67,38,59,58,33,73,45,34,21,12,58.0,24.0,11,15,19,73.0,71.0,78.0,74.0,75.0
Ivan Ilić,181,75,21,75,85,258683.0,RES, Serbia,71,68.0,58.0,78.0,61.0,78,71,63,77,79,77,75,73,71,70,80,68,73,70,76,71,69,68,76.0,59.0,69,70,67,10.0,10.0,8.0,11.0,14.0
Ivan Ilić,181,75,21,75,85,258683.0,RES, Serbia,71,68.0,58.0,78.0,61.0,78,71,63,77,79,77,75,73,71,70,80,68,73,70,76,71,69,68,76.0,59.0,69,70,67,10.0,10.0,8.0,11.0,14.0
Marko Grujić,191,88,26,76,79,232099.0,SUB, Serbia,62,72.0,78.0,75.0,62.0,79,65,51,73,80,58,64,67,77,56,76,76,74,84,67,78,72,75,77.0,57.0,72,74,70,9.0,14.0,8.0,12.0,13.0
Simon Brady Ngapandouetnbu,186,74,19,67,76,255151.0,SUB, Cameroon,11,7.0,10.0,20.0,6.0,7,11,10,26,19,28,15,36,49,43,47,59,26,55,6,18,6,5,31.0,11.0,6,10,13,71.0,67.0,63.0,64.0,72.0
Nicolas N'Koulou,185,78,32,74,74,188829.0,LCB, Cameroon,58,33.0,75.0,66.0,64.0,59,37,28,65,65,59,58,65,68,73,58,78,39,76,46,75,76,54,63.0,50.0,75,75,74,6.0,7.0,6.0,15.0,7.0
Christopher Maurice Wooh,191,90,20,69,76,260658.0,SUB, Cameroon,53,42.0,72.0,63.0,31.0,60,54,29,55,63,61,78,54,63,42,60,73,66,80,39,70,66,52,52.0,42.0,67,69,68,7.0,5.0,7.0,6.0,10.0
Gaël Bella Ondoua,185,74,26,68,71,245017.0,SUB, Cameroon,55,38.0,55.0,68.0,47.0,60,39,41,67,61,70,71,56,63,59,64,72,78,75,39,71,65,60,68.0,49.0,65,65,62,6.0,9.0,9.0,8.0,13.0
Nicolas Brice Moumi Ngamaleu,181,74,27,76,76,235996.0,SUB, Cameroon,69,72.0,67.0,71.0,67.0,76,65,48,64,75,90,92,83,75,75,74,75,81,75,68,63,34,71,66.0,63.0,35,27,28,7.0,15.0,10.0,12.0,9.0
Georges-Kévin Nkoudou Mbida,172,75,27,74,74,219732.0,SUB, Cameroon,70,64.0,47.0,70.0,74.0,79,73,58,60,74,91,91,90,68,86,67,57,66,60,71,46,21,69,67.0,61.0,32,37,39,10.0,13.0,8.0,6.0,13.0
André-Franck Zambo Anguissa,184,78,26,81,83,227236.0,RDM, Cameroon,59,66.0,70.0,83.0,54.0,83,59,45,77,83,77,78,76,83,77,74,76,84,85,69,83,84,79,77.0,60.0,79,87,74,11.0,11.0,9.0,8.0,11.0
Jean-Pierre Nsame,188,88,29,75,75,209973.0,SUB, Cameroon,39,73.0,78.0,65.0,77.0,72,56,47,46,74,73,83,57,75,64,79,87,77,87,70,65,18,75,58.0,74.0,28,19,15,13.0,12.0,5.0,15.0,5.0
Jean-Pierre Nsame,188,88,29,75,75,209973.0,SUB, Cameroon,39,73.0,78.0,65.0,77.0,72,56,47,46,74,73,83,57,75,64,79,87,77,87,70,65,18,75,58.0,74.0,28,19,15,13.0,12.0,5.0,15.0,5.0
Christian Mougang Bassogog,173,72,26,75,75,231138.0,RES, Cameroon,60,76.0,62.0,66.0,65.0,78,74,68,61,74,91,89,86,74,90,76,84,82,76,63,54,25,75,63.0,65.0,45,33,35,7.0,7.0,8.0,10.0,8.0
Karl Brillant Toko Ekambi,185,74,29,79,79,224069.0,LM, Cameroon,75,80.0,76.0,75.0,75.0,78,75,63,66,77,82,85,76,80,68,81,71,77,73,74,48,21,81,75.0,74.0,23,14,18,10.0,12.0,12.0,8.0,14.0
Jean-Eric Maxim Choupo-Moting,191,90,33,75,75,183569.0,RS, Cameroon,65,74.0,75.0,75.0,74.0,81,74,44,63,78,69,69,73,75,65,78,70,72,81,64,57,40,76,67.0,68.0,31,36,20,9.0,9.0,9.0,16.0,6.0
Samuel Yves Oum Gouet,185,74,24,68,74,241093.0,LDM, Cameroon,58,47.0,64.0,69.0,41.0,64,59,46,64,66,55,57,62,70,60,70,57,80,82,57,60,66,49,66.0,41.0,62,65,62,10.0,9.0,5.0,15.0,10.0
Pierre Kunde Malong,180,79,26,72,73,240190.0,SUB, Cameroon,61,69.0,54.0,72.0,52.0,74,68,49,70,75,81,83,66,70,76,80,76,72,83,73,84,70,74,73.0,57.0,72,69,69,11.0,13.0,5.0,8.0,9.0
Devis Rogers Epassy Mboka,187,80,29,65,67,220906.0,SUB, Cameroon,12,17.0,19.0,29.0,16.0,18,13,17,22,23,41,43,35,58,52,45,54,33,65,12,23,18,8,36.0,29.0,11,21,18,66.0,62.0,60.0,64.0,69.0
Olivier Mbaissidara Mbaizo,178,70,24,67,72,243235.0,SUB, Cameroon,66,31.0,58.0,65.0,41.0,70,51,38,57,66,82,79,77,59,70,39,70,73,61,37,65,59,49,39.0,44.0,58,64,62,11.0,13.0,9.0,9.0,11.0
Martin Hongla Yma,182,77,24,73,79,236556.0,RM, Cameroon,58,67.0,73.0,77.0,60.0,77,71,50,77,75,79,79,81,66,74,78,81,85,78,73,66,71,64,71.0,56.0,66,67,60,14.0,9.0,5.0,8.0,13.0
Collins Ngoran Suiru Fai,165,71,29,71,71,232183.0,RB, Cameroon,64,22.0,54.0,65.0,23.0,64,41,31,59,63,87,83,91,67,88,54,89,76,65,28,78,66,58,59.0,34.0,66,68,67,11.0,7.0,6.0,10.0,12.0
Bryan Mbeumo,173,75,22,75,81,243014.0,SUB, Cameroon,71,73.0,56.0,72.0,77.0,76,73,68,63,75,84,78,88,74,75,78,68,77,69,73,68,40,77,71.0,72.0,39,41,37,7.0,14.0,15.0,13.0,14.0
Jean-Charles Castelletto,186,76,27,74,75,213868.0,RCB, Cameroon,47,18.0,77.0,63.0,32.0,57,49,23,57,68,67,65,63,68,46,50,88,71,74,26,78,73,56,36.0,36.0,73,75,74,12.0,14.0,14.0,14.0,9.0
Jules Olivier Ntcham,180,80,26,72,75,218745.0,SUB, Cameroon,68,63.0,51.0,75.0,66.0,75,73,70,73,77,69,65,77,62,79,77,74,73,76,73,66,65,68,75.0,72.0,66,63,60,8.0,14.0,14.0,6.0,6.0
André Onana,190,93,26,82,85,226753.0,GK, Cameroon,15,12.0,20.0,43.0,13.0,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64.0,27.0,12,18,14,81.0,80.0,86.0,80.0,83.0
Enzo Ebosse,185,75,23,70,78,241007.0,LB, Cameroon,66,28.0,67.0,62.0,27.0,65,51,31,53,70,69,71,52,62,61,45,75,69,74,38,65,70,51,45.0,41.0,69,73,71,13.0,7.0,9.0,12.0,10.0
Tolo Nouhou,178,79,25,71,77,237469.0,SUB, Cameroon,54,28.0,50.0,64.0,30.0,65,60,31,57,65,90,90,71,70,66,56,85,83,86,33,77,68,53,51.0,48.0,74,72,70,11.0,10.0,9.0,11.0,6.0
Yann Sommer,183,79,33,86,86,177683.0,GK, Switzerland,13,13.0,10.0,40.0,8.0,15,12,13,31,25,48,54,55,82,58,62,73,45,68,12,38,21,15,64.0,24.0,9,19,12,79.0,83.0,82.0,86.0,90.0
Edimilson Fernandes Ribeiro,187,77,26,73,75,215556.0,SUB, Switzerland,57,60.0,45.0,77.0,56.0,73,57,51,74,76,68,66,67,64,60,78,56,74,72,72,46,78,56,62.0,55.0,72,70,70,12.0,7.0,13.0,15.0,13.0
Silvan Dominic Widmer,183,80,29,77,77,216158.0,RB, Switzerland,80,59.0,67.0,72.0,48.0,76,72,56,72,75,78,82,75,77,68,73,85,92,77,62,67,73,71,71.0,56.0,74,73,67,10.0,8.0,7.0,5.0,14.0
Nico Elvedi,189,81,25,78,82,221491.0,LCB, Switzerland,65,30.0,76.0,77.0,30.0,67,45,29,57,74,66,74,64,78,55,50,80,75,81,45,78,80,53,59.0,37.0,79,80,76,9.0,15.0,10.0,12.0,9.0
Manuel Obafemi Akanji,187,91,26,82,84,229237.0,RCB, Switzerland,55,38.0,78.0,81.0,42.0,73,54,59,81,76,75,82,69,82,67,75,84,72,82,48,75,82,37,65.0,40.0,83,84,84,10.0,9.0,13.0,6.0,9.0
Denis Lemi Zakaria Lako Lado,191,81,25,81,86,229261.0,SUB, Switzerland,68,64.0,67.0,82.0,35.0,78,63,46,75,78,77,86,67,79,64,75,66,81,87,63,88,81,65,72.0,48.0,80,81,79,12.0,12.0,7.0,13.0,11.0
Breel-Donald Embolo,187,88,25,78,81,222357.0,ST, Switzerland,63,74.0,71.0,76.0,77.0,77,68,58,70,74,83,84,67,77,67,84,73,79,85,71,78,44,82,72.0,66.0,40,63,38,13.0,6.0,7.0,7.0,12.0
Remo Marco Freuler,181,80,30,80,80,202024.0,RDM, Switzerland,63,68.0,41.0,80.0,68.0,76,60,70,83,80,67,69,69,80,64,73,55,89,69,75,72,79,78,78.0,61.0,78,78,73,12.0,8.0,9.0,14.0,13.0
Haris Seferović,190,87,30,76,76,193408.0,SUB, Switzerland,65,77.0,79.0,69.0,76.0,71,72,64,63,73,67,74,65,74,60,83,80,77,87,70,81,42,80,68.0,68.0,44,46,40,9.0,13.0,9.0,9.0,16.0
Granit Xhaka,185,82,29,81,81,199503.0,LDM, Switzerland,71,56.0,62.0,84.0,50.0,66,76,77,85,80,48,50,49,82,61,90,33,82,79,75,91,71,62,79.0,63.0,76,73,69,7.0,8.0,11.0,7.0,13.0
Renato Steffen,170,65,30,77,77,210537.0,RM, Switzerland,73,69.0,69.0,74.0,76.0,79,78,72,63,78,84,85,88,79,91,77,90,74,57,71,70,48,72,73.0,55.0,54,52,60,16.0,13.0,12.0,8.0,6.0
Jonas Omlin,189,80,28,79,81,223550.0,SUB, Switzerland,24,17.0,24.0,45.0,15.0,27,21,16,35,31,52,51,32,74,51,55,75,35,72,18,22,25,15,48.0,27.0,20,21,24,80.0,75.0,73.0,76.0,82.0
Ricardo Iván Rodríguez Araya,182,77,29,77,77,193352.0,LB, Switzerland,83,58.0,64.0,77.0,66.0,74,80,81,75,78,68,65,67,75,70,78,73,75,74,72,75,75,64,66.0,80.0,76,74,75,14.0,13.0,14.0,14.0,11.0
Michel Aebischer,183,74,25,75,78,236898.0,SUB, Switzerland,69,66.0,62.0,80.0,48.0,75,67,65,79,76,73,69,75,71,72,68,68,85,72,69,65,69,68,74.0,51.0,65,64,61,10.0,9.0,15.0,9.0,15.0
Mohameth Djibril Ibrahima Sow,184,76,25,79,81,229752.0,SUB, Switzerland,70,69.0,63.0,81.0,66.0,77,68,62,80,82,76,78,75,78,73,72,72,87,75,70,80,80,75,78.0,58.0,79,80,74,6.0,12.0,9.0,7.0,8.0
Christian Fassnacht,185,77,28,75,75,234913.0,SUB, Switzerland,68,73.0,78.0,72.0,67.0,76,50,68,68,76,79,84,74,72,68,68,92,77,80,66,43,35,76,73.0,58.0,32,32,25,12.0,13.0,13.0,12.0,6.0
Rubén Estephan Vargas Martínez,179,68,23,76,82,238581.0,LM, Switzerland,68,68.0,66.0,71.0,62.0,78,59,48,69,77,88,89,91,76,90,72,85,75,62,73,49,48,71,64.0,60.0,59,51,45,12.0,7.0,5.0,6.0,11.0
Eray Ervin Cömert,183,80,24,73,79,233885.0,SUB, Switzerland,46,30.0,70.0,69.0,36.0,41,48,59,65,69,71,76,69,70,67,76,85,72,80,70,70,73,33,56.0,55.0,72,73,72,6.0,8.0,5.0,7.0,6.0
Noah Arinzechukwu Okafor,185,85,22,76,83,242530.0,SUB, Switzerland,66,76.0,63.0,72.0,68.0,76,67,63,64,74,93,93,87,76,66,74,78,76,83,72,53,20,75,68.0,66.0,38,25,20,14.0,14.0,11.0,6.0,5.0
Fabian Frei,183,80,33,72,72,183346.0,RES, Switzerland,70,67.0,68.0,72.0,69.0,68,70,67,71,70,50,52,58,67,61,73,72,77,70,70,63,74,65,68.0,66.0,76,66,68,12.0,15.0,8.0,11.0,14.0
Gregor Kobel,195,88,24,83,87,235073.0,SUB, Switzerland,13,10.0,13.0,39.0,10.0,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59.0,12.0,15,15,15,84.0,81.0,74.0,79.0,88.0
Fabian Lukas Schär,188,84,30,77,77,210047.0,SUB, Switzerland,65,60.0,80.0,76.0,61.0,68,66,66,76,74,53,55,53,78,61,79,77,67,78,73,74,80,62,68.0,75.0,79,79,75,8.0,9.0,11.0,10.0,15.0
Xherdan Shaqiri,169,72,30,78,78,193348.0,CAM, Switzerland,80,75.0,45.0,77.0,76.0,78,87,82,76,80,72,67,73,80,90,87,49,50,70,83,61,53,75,80.0,65.0,35,49,48,13.0,12.0,12.0,11.0,11.0
Philipp François Köhn,190,80,24,70,76,239364.0,RES, Switzerland,11,8.0,12.0,35.0,6.0,23,10,14,30,28,48,43,56,67,26,49,41,28,63,7,28,12,7,54.0,16.0,12,13,14,72.0,65.0,65.0,67.0,72.0
Fabian Rieder,179,74,20,70,83,259306.0,SUB, Switzerland,54,68.0,38.0,74.0,42.0,74,68,72,72,72,73,68,75,52,83,72,62,74,59,71,50,52,63,75.0,64.0,45,55,53,13.0,9.0,12.0,13.0,11.0
Ardon Jashari,181,82,19,67,82,257186.0,RES, Switzerland,58,58.0,56.0,67.0,61.0,66,62,59,69,67,68,64,69,68,69,62,65,67,69,65,63,65,64,65.0,60.0,66,62,58,8.0,7.0,14.0,13.0,5.0
Rui Pedro dos Santos Patrício,190,84,34,82,82,178005.0,GK, Portugal,12,12.0,11.0,34.0,16.0,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64.0,32.0,14,13,11,82.0,80.0,77.0,80.0,83.0
José Diogo Dalot Teixeira,184,76,23,78,84,234574.0,RES, Portugal,79,52.0,70.0,78.0,44.0,81,80,44,69,77,79,79,77,75,71,78,85,78,75,64,80,74,75,70.0,43.0,71,77,76,10.0,6.0,10.0,6.0,8.0
Kléper Laveran de Lima Ferreira,188,79,39,81,81,120533.0,RCB, Portugal,46,46.0,81.0,73.0,23.0,58,44,47,75,60,75,78,62,81,48,63,89,82,86,56,94,80,40,48.0,57.0,83,81,80,8.0,15.0,5.0,9.0,10.0
Rúben dos Santos Gato Alves Dias,187,82,25,88,91,239818.0,LCB, Portugal,54,29.0,87.0,82.0,32.0,64,46,48,76,74,57,67,60,89,56,74,78,83,89,26,92,85,39,51.0,45.0,90,89,85,7.0,8.0,13.0,7.0,12.0
Raphaël Adelino José Guerreiro,170,71,28,81,81,209889.0,LB, Portugal,86,77.0,44.0,88.0,79.0,87,85,82,85,87,82,67,90,84,90,78,52,74,50,80,45,81,79,85.0,54.0,77,75,76,12.0,6.0,8.0,11.0,8.0
João Maria Lobo Alves Palhinha Gonçalves,190,85,26,81,83,229391.0,SUB, Portugal,59,62.0,79.0,76.0,54.0,74,61,45,78,75,62,63,60,77,44,76,81,87,90,64,89,80,67,71.0,56.0,83,84,83,14.0,10.0,8.0,7.0,7.0
Cristiano Ronaldo dos Santos Aveiro,187,83,37,90,90,20801.0,ST, Portugal,80,93.0,90.0,80.0,86.0,85,81,79,75,88,79,83,77,94,67,93,95,76,77,90,63,29,95,76.0,90.0,24,32,24,7.0,11.0,15.0,14.0,11.0
Bruno Miguel Borges Fernandes,179,69,27,86,86,212198.0,CAM, Portugal,85,83.0,64.0,88.0,87.0,79,87,85,88,84,75,69,78,91,79,88,71,92,66,88,80,64,86,91.0,90.0,66,69,65,12.0,14.0,15.0,8.0,14.0
André Miguel Valente da Silva,185,84,26,82,83,228941.0,SUB, Portugal,60,84.0,85.0,79.0,84.0,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74.0,84.0,36,40,34,14.0,13.0,7.0,11.0,8.0
Bernardo Mota Veiga de Carvalho e Silva,173,64,27,86,86,218667.0,RW, Portugal,85,79.0,51.0,89.0,78.0,92,85,67,82,91,84,71,94,87,92,79,51,94,54,78,75,65,83,85.0,68.0,59,71,53,9.0,10.0,14.0,12.0,9.0
João Félix Sequeira,181,70,22,82,88,242444.0,SUB, Portugal,76,79.0,69.0,81.0,83.0,85,83,67,76,84,84,83,88,83,84,80,76,75,62,80,68,40,83,84.0,68.0,30,42,35,13.0,12.0,14.0,13.0,14.0
José Pedro Malheiro de Sá,192,84,29,80,81,212442.0,SUB, Portugal,18,15.0,14.0,30.0,17.0,17,12,21,20,19,52,53,62,80,40,55,70,34,75,18,35,18,17,50.0,11.0,14,19,15,82.0,77.0,73.0,78.0,81.0
Danilo Luís Hélio Pereira,188,83,30,80,80,200888.0,SUB, Portugal,56,57.0,83.0,80.0,55.0,73,54,53,77,75,47,63,53,75,49,75,76,83,89,67,80,79,70,70.0,57.0,80,81,68,9.0,7.0,13.0,14.0,15.0
William Silva de Carvalho,187,79,30,80,80,207566.0,RCM, Portugal,68,64.0,70.0,82.0,50.0,77,80,50,81,80,33,36,43,71,38,71,70,80,89,67,78,80,67,79.0,60.0,78,72,71,6.0,6.0,5.0,14.0,14.0
Rafael Alexandre Conceição Leão,188,81,23,83,89,241721.0,LW, Portugal,75,80.0,63.0,76.0,74.0,87,80,60,63,84,90,92,81,83,80,80,62,77,80,72,60,24,82,74.0,63.0,22,24,21,10.0,12.0,15.0,11.0,9.0
Vítor Machado Ferreira,173,65,22,79,89,255253.0,SUB, Portugal,71,66.0,39.0,85.0,62.0,82,62,61,83,84,76,70,90,74,84,69,56,75,45,71,53,73,72,80.0,73.0,68,72,68,12.0,13.0,8.0,5.0,5.0
João Mário Naval da Costa Eduardo,179,73,29,79,79,212814.0,SUB, Portugal,76,64.0,55.0,85.0,69.0,82,74,67,81,82,71,69,80,78,77,76,62,73,65,72,60,71,74,82.0,66.0,57,71,65,6.0,15.0,8.0,8.0,8.0
Rúben Diogo da Silva Neves,180,80,25,84,89,224293.0,LCM, Portugal,80,65.0,53.0,88.0,82.0,75,85,81,88,82,63,56,68,80,72,85,66,81,67,82,83,80,62,87.0,76.0,77,79,76,16.0,12.0,10.0,8.0,10.0
Nuno Alexandre Tavares Mendes,176,70,20,81,89,252145.0,SUB, Portugal,79,45.0,68.0,79.0,54.0,77,66,59,74,79,90,89,81,80,82,80,70,84,69,63,73,74,73,70.0,45.0,75,78,75,7.0,8.0,8.0,12.0,15.0
João Pedro Cavaco Cancelo,182,74,28,88,88,210514.0,RB, Portugal,88,69.0,72.0,88.0,62.0,86,87,69,79,87,86,84,80,85,78,80,72,91,62,79,76,82,81,85.0,52.0,81,84,80,6.0,9.0,15.0,14.0,14.0
Ricardo Jorge da Luz Horta,173,63,27,81,81,213516.0,SUB, Portugal,77,81.0,55.0,80.0,82.0,81,80,78,74,79,82,77,83,82,85,83,62,83,64,84,69,55,83,84.0,73.0,32,44,35,7.0,9.0,10.0,8.0,13.0
Diogo Meireles Costa,192,84,22,81,89,234577.0,SUB, Portugal,13,6.0,11.0,28.0,8.0,18,10,10,29,25,30,36,34,79,35,56,53,23,63,9,23,18,18,49.0,14.0,19,13,11,78.0,77.0,75.0,80.0,86.0
Matheus Luiz Nunes,183,76,23,79,86,253124.0,SUB, Portugal,59,71.0,53.0,79.0,57.0,84,74,58,77,82,81,83,74,83,75,77,54,86,74,68,76,78,79,77.0,59.0,76,75,74,13.0,10.0,12.0,12.0,13.0
António João P. A. Tavares Silva,187,80,18,75,90,270086.0,RES, Portugal,45,28.0,64.0,74.0,29.0,67,31,26,73,73,77,80,48,80,52,45,67,81,82,22,65,79,25,63.0,40.0,78,76,72,12.0,10.0,8.0,6.0,8.0
Otávio Edmilson da Silva Monteiro,172,67,27,81,81,210411.0,SUB, Portugal,79,70.0,57.0,81.0,66.0,86,80,72,78,85,81,78,87,82,83,72,54,86,62,69,80,62,77,86.0,72.0,70,67,52,11.0,12.0,9.0,10.0,15.0
Gonçalo Matias Ramos,185,82,21,76,85,256903.0,RES, Portugal,60,77.0,75.0,71.0,70.0,73,60,45,65,76,78,77,78,77,76,79,84,85,78,67,80,34,80,63.0,57.0,38,41,21,15.0,9.0,7.0,7.0,15.0
Lawrence Ati Zigi,188,87,25,72,76,229956.0,GK, Ghana,14,18.0,20.0,22.0,9.0,11,20,23,25,24,45,33,38,70,57,48,59,32,73,20,22,21,17,42.0,24.0,11,15,23,74.0,68.0,64.0,67.0,75.0
Tariq Lamptey,163,62,21,75,84,242418.0,RB, Ghana,76,47.0,58.0,71.0,32.0,77,60,35,62,70,92,83,85,71,95,48,63,63,31,36,75,71,55,59.0,40.0,70,72,74,15.0,13.0,12.0,5.0,13.0
Denis Odoi,178,72,34,72,72,185349.0,SUB, Ghana,65,48.0,61.0,74.0,49.0,72,59,59,68,72,74,72,78,68,72,62,85,75,66,54,76,71,64,66.0,49.0,66,69,68,16.0,8.0,11.0,12.0,6.0
Mohamed Salisu Abdul Karim,191,85,23,77,85,244915.0,SUB, Ghana,40,30.0,74.0,73.0,22.0,47,50,32,58,64,63,74,56,68,49,60,72,71,87,28,79,81,35,24.0,40.0,79,79,75,7.0,7.0,11.0,10.0,6.0
Thomas Partey,185,77,29,84,84,209989.0,RDM, Ghana,74,66.0,68.0,87.0,56.0,84,69,70,85,83,61,68,75,82,50,86,83,82,84,78,84,81,70,85.0,49.0,80,84,80,11.0,13.0,9.0,9.0,7.0
Elisha Owusu,182,72,24,70,75,238392.0,SUB, Ghana,55,44.0,48.0,71.0,51.0,71,53,45,66,73,66,67,68,65,69,66,68,70,70,56,71,70,53,61.0,53.0,70,70,70,12.0,10.0,5.0,12.0,9.0
Fatawu Issahaku,177,75,18,69,86,267680.0,SUB, Ghana,62,63.0,42.0,67.0,64.0,75,70,71,63,71,87,82,86,65,86,77,52,53,51,73,48,35,60,64.0,64.0,30,38,34,13.0,7.0,7.0,7.0,5.0
Daniel-Kofi Kyereh,179,73,26,75,78,244112.0,SUB, Ghana,58,77.0,59.0,72.0,69.0,82,60,60,60,78,88,76,89,74,86,71,85,79,58,67,44,24,74,71.0,52.0,24,15,17,5.0,8.0,5.0,10.0,11.0
Jordan Pierre Ayew,182,80,30,75,75,197756.0,SUB, Ghana,71,73.0,73.0,73.0,71.0,79,73,67,60,76,74,75,77,77,73,75,71,77,72,69,74,50,75,72.0,73.0,51,58,47,6.0,8.0,7.0,16.0,8.0
André Morgan Rami Ayew,175,72,32,77,77,176571.0,RM, Ghana,74,77.0,76.0,77.0,69.0,78,75,57,68,80,71,68,75,85,80,77,89,80,67,75,78,52,77,74.0,76.0,49,61,57,10.0,6.0,12.0,7.0,15.0
Osman Bukari,170,68,23,70,74,258608.0,RES, Ghana,59,60.0,46.0,66.0,58.0,76,61,48,46,72,87,83,85,64,83,62,83,64,57,69,61,28,66,67.0,61.0,21,56,38,13.0,6.0,14.0,7.0,7.0
Ibrahim Danlad,181,76,19,68,77,268834.0,RES, Ghana,14,7.0,14.0,26.0,9.0,12,10,11,22,18,42,45,33,65,44,45,57,22,62,5,18,13,7,42.0,16.0,7,14,14,69.0,65.0,60.0,68.0,71.0
Gideon Mensah,178,64,23,70,76,247124.0,SUB, Ghana,69,53.0,61.0,67.0,56.0,71,66,49,61,70,78,76,72,67,79,65,77,75,60,53,77,63,66,54.0,46.0,60,68,70,8.0,14.0,8.0,11.0,7.0
Joseph Aidoo,184,80,26,75,78,230021.0,SUB, Ghana,34,18.0,75.0,67.0,21.0,35,24,28,50,57,69,77,67,63,68,50,86,81,91,23,86,76,25,23.0,31.0,70,75,72,11.0,6.0,9.0,13.0,6.0
Abdul Manaf Nurudeen,190,77,23,68,78,239076.0,SUB, Ghana,11,7.0,12.0,23.0,7.0,10,12,11,19,16,18,29,26,55,44,44,63,20,38,6,26,13,4,27.0,19.0,9,13,12,73.0,57.0,59.0,67.0,77.0
Abdul Rahman Baba,180,72,27,73,73,209620.0,LB, Ghana,71,52.0,65.0,72.0,41.0,70,72,43,65,69,74,76,68,74,71,68,71,76,68,54,67,68,64,60.0,42.0,69,69,68,12.0,11.0,6.0,11.0,10.0
Daniel Amartey,186,79,27,76,77,212883.0,RCB, Ghana,68,46.0,73.0,75.0,68.0,69,44,36,66,71,62,63,64,72,64,71,77,66,82,59,80,75,47,58.0,51.0,76,78,75,13.0,13.0,13.0,8.0,15.0
Iñaki Williams Arthuer,186,80,28,81,81,216201.0,ST, Ghana,75,77.0,73.0,74.0,74.0,81,76,58,66,76,93,94,79,82,62,85,89,87,83,77,76,25,85,73.0,64.0,42,34,29,14.0,15.0,14.0,10.0,13.0
Mohammed Kudus,175,70,21,77,85,245155.0,CAM, Ghana,59,72.0,52.0,76.0,63.0,80,64,48,73,80,89,88,85,74,92,75,76,78,75,67,68,59,73,77.0,64.0,61,66,46,6.0,12.0,7.0,7.0,10.0
Salis Abdul Samed,179,61,22,72,76,252059.0,LDM, Ghana,38,48.0,60.0,74.0,38.0,66,36,34,69,72,43,56,43,73,68,49,66,68,60,45,80,72,48,66.0,44.0,71,74,68,11.0,14.0,8.0,11.0,7.0
Kamaldeen Sulemana,174,69,20,75,85,256035.0,LM, Ghana,66,72.0,42.0,70.0,62.0,80,70,50,58,79,92,93,89,61,88,70,77,70,60,65,52,26,74,71.0,56.0,30,25,25,6.0,13.0,7.0,12.0,14.0
Alexander Djiku,182,81,27,77,79,212219.0,LCB, Ghana,64,34.0,73.0,74.0,35.0,67,57,43,65,71,57,78,66,75,63,58,83,79,82,42,79,76,55,61.0,43.0,78,77,74,11.0,7.0,9.0,10.0,11.0
Kamal Sowah,179,66,22,72,79,244853.0,SUB, Ghana,64,68.0,48.0,69.0,70.0,76,64,64,58,75,82,85,78,75,75,72,72,83,59,70,54,46,76,66.0,59.0,38,46,45,10.0,13.0,10.0,9.0,7.0
Antoine Semenyo,180,70,22,70,79,241236.0,SUB, Ghana,62,67.0,63.0,65.0,56.0,72,49,39,42,69,81,88,75,68,68,77,69,71,80,64,62,14,68,65.0,51.0,20,19,11,10.0,11.0,14.0,15.0,7.0
Alidu Seidu,173,68,22,70,75,257946.0,SUB, Ghana,66,35.0,65.0,64.0,42.0,64,42,31,50,69,69,55,63,70,69,32,73,65,60,41,57,69,51,51.0,37.0,73,74,72,11.0,9.0,11.0,14.0,7.0
Néstor Fernando Muslera Micol,190,74,36,79,79,182494.0,SUB, Uruguay,15,10.0,12.0,44.0,10.0,25,14,10,47,27,50,52,64,78,62,54,84,40,68,10,32,23,13,62.0,24.0,12,16,16,76.0,80.0,72.0,82.0,77.0
José María Giménez de Vargas,185,80,27,83,85,216460.0,RCB, Uruguay,47,37.0,82.0,70.0,33.0,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46.0,38.0,87,85,85,9.0,11.0,7.0,10.0,15.0
Diego Roberto Godín Leal,185,78,36,78,78,182493.0,LCB, Uruguay,52,42.0,80.0,76.0,47.0,53,49,49,70,72,54,54,57,70,53,67,88,67,80,43,80,78,48,52.0,50.0,75,80,75,6.0,8.0,15.0,5.0,15.0
Ronald Federico Araújo da Silva,188,79,23,83,90,253163.0,RB, Uruguay,65,56.0,84.0,81.0,38.0,55,49,50,63,66,68,84,56,81,55,61,87,66,86,35,85,82,56,59.0,43.0,83,83,81,11.0,14.0,9.0,11.0,8.0
