long_name,height_cm,weight_kg,age,overall,potential,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year
Jonathan Grant Evans,188,77,29,79,79,LCB,Northern Ireland,52,28.0,81.0,72.0,46.0,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55.0,44.0,78,81,82,12.0,16.0,16.0,15.0,8.0,2018
Giovani dos Santos Ramírez,175,74,28,79,79,SUB,Mexico,73,78.0,61.0,75.0,77.0,79,73,80,70,83,87,86,88,76,90,80,66,66,45,78,53,28,75,70.0,70.0,21,28,23,6.0,9.0,11.0,7.0,5.0,2018
Gervais Lombe Yao Kouassi,179,66,30,79,79,SUB,Côte d'Ivoire,75,72.0,63.0,71.0,70.0,83,69,43,67,78,91,92,88,75,76,69,65,90,55,61,51,39,80,74.0,63.0,13,29,15,14.0,5.0,12.0,10.0,13.0,2018
José Miguel da Rocha Fonte,187,81,33,79,79,LCB,Portugal,36,40.0,76.0,62.0,34.0,58,33,32,56,62,44,43,60,78,54,29,73,66,80,29,84,81,40,55.0,43.0,78,79,77,7.0,11.0,16.0,10.0,6.0,2018
Zlatko Junuzović,172,69,29,79,79,LCM,Austria,85,68.0,58.0,79.0,82.0,80,88,82,79,80,77,78,86,76,91,78,66,93,65,81,76,75,73,75.0,70.0,68,66,63,15.0,9.0,11.0,15.0,8.0,2018
Winston Wiremu Reid,190,87,28,79,80,CB,New Zealand,28,46.0,81.0,62.0,30.0,43,33,38,62,57,67,71,57,78,43,72,72,74,84,53,82,79,42,44.0,55.0,78,81,82,13.0,15.0,9.0,10.0,12.0,2018
David Ospina Ramírez,183,80,28,79,79,GK,Colombia,11,10.0,15.0,36.0,12.0,12,10,13,32,32,34,34,44,70,50,35,75,29,38,12,20,25,16,40.0,26.0,10,13,12,83.0,71.0,78.0,77.0,84.0,2018
Marouane Fellaini-Bakkioui,194,85,29,79,79,SUB,Belgium,61,72.0,91.0,81.0,71.0,73,64,46,66,84,50,50,49,81,52,75,63,83,92,68,94,74,80,72.0,64.0,71,76,66,8.0,6.0,9.0,15.0,16.0,2018
Fabian Johnson,183,74,29,79,79,LM,United States,79,70.0,60.0,79.0,66.0,79,72,57,72,77,84,89,76,80,74,69,69,80,64,59,74,65,78,74.0,53.0,70,75,73,7.0,7.0,10.0,12.0,15.0,2018
Sebastian Prödl,196,97,30,79,79,CB,Austria,44,34.0,87.0,60.0,22.0,30,32,38,49,57,38,36,30,73,29,47,64,65,89,32,85,74,37,46.0,35.0,80,83,76,11.0,8.0,12.0,15.0,8.0,2018
Kyriakos Papadopoulos,185,87,25,79,82,SUB,Greece,44,24.0,90.0,56.0,44.0,40,40,43,50,52,61,63,53,73,60,68,91,62,90,58,92,65,35,44.0,46.0,79,82,80,11.0,10.0,12.0,9.0,10.0,2018
Christian Fernando Noboa Tello,183,75,32,79,79,CDM,Ecuador,74,65.0,74.0,76.0,63.0,77,76,82,81,80,73,73,77,74,66,75,79,90,71,79,68,78,74,75.0,80.0,77,76,75,15.0,8.0,11.0,15.0,11.0,2018
Seydou Doumbia,179,71,29,79,79,LW,Côte d'Ivoire,46,77.0,74.0,73.0,77.0,79,79,71,65,77,90,91,70,80,70,79,83,78,73,75,62,29,77,74.0,80.0,34,39,37,12.0,15.0,13.0,6.0,12.0,2018
Volkan Babacan,192,86,28,79,80,GK,Turkey,12,15.0,16.0,34.0,14.0,14,16,12,29,19,49,61,58,67,50,14,74,38,61,12,29,27,17,43.0,12.0,12,22,15,80.0,77.0,68.0,81.0,80.0,2018
Wilfried Guemiand Bony,182,88,28,79,79,SUB,Côte d'Ivoire,45,80.0,82.0,68.0,76.0,72,66,58,45,75,63,68,67,72,71,83,83,73,90,76,68,38,83,65.0,77.0,25,42,28,10.0,8.0,5.0,7.0,11.0,2018
Marwin Hitz,192,84,29,79,79,SUB,Switzerland,12,27.0,18.0,29.0,26.0,13,15,17,25,17,41,46,45,71,31,38,67,39,78,12,25,23,8,15.0,22.0,15,15,14,82.0,75.0,73.0,79.0,82.0,2018
Jeroen Zoet,189,88,26,79,82,SUB,Netherlands,17,12.0,19.0,37.0,19.0,15,13,16,38,34,57,45,54,75,42,25,57,44,63,17,18,21,11,57.0,27.0,16,18,16,80.0,76.0,77.0,78.0,82.0,2018
Yunus Mallı,179,72,25,79,81,LM,Turkey,76,75.0,40.0,80.0,69.0,82,75,69,74,82,78,75,83,74,81,64,63,81,52,68,48,46,76,80.0,81.0,33,29,21,13.0,14.0,14.0,15.0,10.0,2018
Alphonse Areola,195,94,24,79,86,SUB,France,20,19.0,14.0,41.0,16.0,12,16,16,32,22,54,52,53,76,58,25,59,28,80,14,26,23,17,34.0,25.0,19,18,12,81.0,77.0,70.0,74.0,83.0,2018
Hernán Arsenio Pérez González,180,71,28,79,79,SUB,Paraguay,79,70.0,54.0,76.0,64.0,81,62,62,65,82,83,81,76,78,68,88,77,68,69,78,85,43,81,72.0,48.0,21,24,14,13.0,13.0,14.0,8.0,15.0,2018
Phil Jones,185,71,25,79,80,LCB,England,64,50.0,75.0,73.0,60.0,60,38,35,67,68,51,64,42,76,61,68,83,75,80,59,85,81,42,59.0,55.0,77,80,81,10.0,8.0,6.0,16.0,11.0,2018
Manolo Gabbiadini,186,81,25,79,83,SUB,Italy,70,82.0,71.0,72.0,72.0,80,78,82,64,82,74,74,73,75,56,84,76,69,75,81,57,18,78,72.0,72.0,18,24,20,12.0,11.0,11.0,5.0,5.0,2018
Bruno Maximiliano Martins Indi,185,76,25,79,82,SUB,Netherlands,71,38.0,75.0,69.0,32.0,53,30,38,69,64,54,59,53,66,62,56,69,70,86,40,86,78,42,35.0,38.0,78,83,77,11.0,9.0,7.0,15.0,6.0,2018
Nicolai Mick Jørgensen,190,83,26,79,81,SUB,Denmark,68,79.0,72.0,75.0,74.0,78,69,64,63,80,76,78,65,75,64,80,74,84,81,77,60,31,79,76.0,72.0,33,36,24,6.0,8.0,14.0,9.0,7.0,2018
Emre Çolak,169,65,26,79,82,SUB,Turkey,77,75.0,65.0,79.0,70.0,80,75,79,78,82,76,71,86,76,90,72,42,66,38,79,52,45,75,78.0,72.0,35,44,43,7.0,12.0,15.0,6.0,7.0,2018
Djibril Sidibé,182,71,24,79,84,RB,France,79,70.0,66.0,76.0,42.0,76,77,73,70,77,78,82,68,74,67,69,83,90,75,68,76,76,76,69.0,43.0,75,78,79,10.0,16.0,9.0,12.0,7.0,2018
Cédric Ricardo Alves Soares,172,67,25,79,82,RB,Portugal,81,57.0,65.0,75.0,68.0,76,66,64,69,76,84,80,76,76,83,80,73,88,63,78,75,76,71,65.0,60.0,76,78,79,11.0,14.0,12.0,12.0,11.0,2018
Vladimír Darida,171,64,26,79,80,RCM,Czech Republic,77,72.0,41.0,81.0,65.0,79,79,69,75,82,74,65,83,75,88,76,77,94,46,77,56,71,73,78.0,76.0,62,67,64,16.0,14.0,16.0,14.0,14.0,2018
Memphis Depay,176,78,23,79,84,SUB,Netherlands,67,72.0,55.0,73.0,69.0,84,85,88,63,80,90,88,82,79,83,88,74,78,82,81,62,31,75,73.0,66.0,24,31,20,8.0,14.0,6.0,12.0,10.0,2018
Jannik Vestergaard,199,98,24,79,84,LCB,Denmark,46,34.0,86.0,69.0,39.0,49,41,40,80,56,47,46,30,74,28,81,36,63,94,47,81,81,43,50.0,75.0,74,82,77,16.0,11.0,11.0,15.0,10.0,2018
John Stones,188,75,23,79,85,SUB,England,62,29.0,77.0,80.0,27.0,69,46,29,71,77,71,71,64,75,57,46,72,79,79,38,73,76,48,59.0,37.0,80,83,81,7.0,15.0,11.0,10.0,8.0,2018
Arkadiusz Krystian Milik,186,78,23,79,86,SUB,Poland,58,86.0,75.0,63.0,76.0,71,71,74,62,76,70,75,68,75,63,83,62,75,71,80,67,36,79,60.0,79.0,29,34,32,9.0,16.0,16.0,15.0,6.0,2018
Max Meyer,173,68,21,79,86,SUB,Germany,74,68.0,37.0,81.0,60.0,84,74,66,72,82,79,67,91,78,90,45,59,78,37,61,61,41,74,81.0,60.0,32,36,27,8.0,12.0,13.0,11.0,14.0,2018
Leander Dendoncker,189,88,22,79,86,SUB,Belgium,75,66.0,79.0,78.0,71.0,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76.0,44.0,71,80,78,14.0,8.0,14.0,14.0,6.0,2018
Kingsley Junior Coman,178,71,21,79,86,SUB,France,77,75.0,52.0,74.0,77.0,84,84,70,62,79,93,92,87,76,84,76,73,74,58,73,36,23,75,69.0,70.0,11,15,15,5.0,3.0,5.0,3.0,5.0,2018
Emiliano Ariel Rigoni,178,74,24,79,85,SUB,Argentina,81,75.0,46.0,75.0,71.0,82,81,78,71,77,90,82,78,69,68,71,57,80,58,73,44,33,75,77.0,60.0,46,41,55,16.0,6.0,10.0,8.0,16.0,2018
Victor Jörgen Nilsson Lindelöf,187,80,22,79,86,RCB,Sweden,48,36.0,78.0,74.0,34.0,59,64,66,68,62,68,72,64,78,47,68,81,77,79,57,80,81,37,49.0,55.0,79,79,77,12.0,16.0,8.0,7.0,9.0,2018
Marcos Javier Acuña,172,69,25,79,82,SUB,Argentina,86,67.0,55.0,76.0,68.0,79,87,78,71,79,85,84,84,75,84,78,69,87,71,83,74,63,72,78.0,43.0,53,58,54,8.0,14.0,13.0,13.0,14.0,2018
Florin Andone,180,78,24,79,84,ST,Romania,62,79.0,76.0,64.0,77.0,73,58,55,53,76,79,78,78,84,69,79,79,87,75,74,83,51,84,67.0,74.0,27,52,38,8.0,6.0,11.0,15.0,6.0,2018
Martín Nicolás Campaña Delgado,187,86,28,79,82,SUB,Uruguay,21,16.0,13.0,25.0,12.0,18,15,13,25,27,40,48,40,67,44,24,60,18,81,15,25,31,18,51.0,23.0,12,16,18,82.0,75.0,72.0,78.0,82.0,2018
Miguel Ángel Almirón Rejala,175,63,23,79,83,RM,Paraguay,68,73.0,43.0,79.0,75.0,79,72,70,70,78,90,88,87,79,74,78,49,81,50,72,55,60,74,78.0,58.0,45,66,59,6.0,9.0,13.0,13.0,12.0,2018
Eliseu Pereira dos Santos,176,82,33,78,78,LB,Portugal,79,59.0,72.0,74.0,67.0,73,66,69,67,75,75,77,75,74,75,89,73,79,79,88,86,75,70,59.0,64.0,74,78,80,12.0,15.0,15.0,15.0,15.0,2018
Robin van Persie,187,71,33,78,78,SUB,Netherlands,77,76.0,75.0,74.0,84.0,81,86,81,75,81,66,63,69,77,59,83,57,61,65,80,64,34,84,79.0,84.0,23,32,21,9.0,10.0,5.0,7.0,8.0,2018
Timothy Matthew Howard,191,88,38,78,78,GK,United States,16,13.0,12.0,33.0,12.0,13,14,14,32,29,49,39,38,73,50,26,69,26,71,15,34,17,13,55.0,33.0,11,12,14,76.0,74.0,72.0,77.0,78.0,2018
Burak Yılmaz,188,77,31,78,78,SUB,Turkey,68,82.0,72.0,66.0,77.0,69,66,75,60,62,83,81,72,81,48,85,66,67,77,73,85,33,86,62.0,79.0,20,29,26,14.0,15.0,11.0,8.0,12.0,2018
Bruno Eduardo Regufe Alves,189,81,35,78,78,SUB,Portugal,67,62.0,79.0,68.0,60.0,68,77,80,75,70,60,52,68,70,63,83,93,69,91,78,90,69,52,58.0,75.0,78,77,70,15.0,13.0,16.0,9.0,15.0,2018
Blerim Džemaili,179,73,31,78,78,CAM,Switzerland,75,69.0,62.0,78.0,75.0,78,79,70,74,78,68,65,68,80,68,86,59,84,71,81,78,69,78,77.0,68.0,64,70,69,13.0,7.0,11.0,6.0,14.0,2018
Gökhan Gönül,175,75,32,78,78,RB,Turkey,78,58.0,60.0,74.0,57.0,79,65,48,68,77,80,80,79,78,82,70,78,81,65,65,74,76,76,72.0,67.0,75,78,75,8.0,13.0,10.0,13.0,10.0,2018
Michael Bradley,188,79,29,78,78,CDM,United States,74,61.0,64.0,82.0,71.0,76,74,71,80,79,69,68,69,78,74,78,49,92,79,74,81,71,66,75.0,69.0,71,73,71,7.0,14.0,16.0,16.0,16.0,2018
Clint Dempsey,185,77,34,78,78,SUB,United States,59,79.0,77.0,76.0,75.0,79,72,73,69,78,64,65,67,77,64,82,78,66,73,75,68,29,80,74.0,71.0,29,40,26,12.0,7.0,5.0,10.0,12.0,2018
Thomas Vermaelen,183,80,31,78,78,SUB,Belgium,63,52.0,81.0,78.0,56.0,55,61,65,72,64,69,67,60,70,57,78,88,58,79,68,77,73,41,51.0,62.0,75,77,78,9.0,10.0,7.0,11.0,15.0,2018
Jorge Luís Valdivia Toro,173,71,33,78,78,SUB,Chile,71,64.0,60.0,86.0,55.0,79,71,67,71,78,65,63,79,72,78,73,49,75,57,70,51,46,68,86.0,76.0,37,39,21,14.0,11.0,6.0,8.0,11.0,2018
Jefferson Agustín Farfán Guadalupe,178,84,32,78,78,RM,Peru,80,75.0,58.0,77.0,69.0,78,80,75,73,79,82,83,75,75,66,81,76,69,78,75,73,39,74,78.0,79.0,17,43,29,15.0,12.0,5.0,12.0,15.0,2018
Riccardo Montolivo,181,76,32,78,78,SUB,Italy,76,54.0,60.0,84.0,74.0,75,79,76,86,85,49,62,67,80,75,84,61,69,69,84,64,76,50,84.0,76.0,64,72,68,3.0,5.0,3.0,3.0,5.0,2018
Steven Arnold Defour,175,72,29,78,78,SUB,Belgium,76,67.0,62.0,79.0,68.0,76,77,76,77,79,70,66,74,78,79,76,71,75,69,74,81,82,72,80.0,71.0,72,73,71,7.0,6.0,14.0,16.0,10.0,2018
Nahuel Ignacio Guzmán,193,93,31,78,78,SUB,Argentina,20,10.0,15.0,39.0,12.0,21,18,22,46,25,51,52,70,78,53,25,66,38,78,17,33,29,19,55.0,12.0,12,13,12,77.0,76.0,71.0,78.0,80.0,2018
Cristian Eduardo Zapata Valencia,186,78,30,78,78,LCB,Colombia,45,22.0,76.0,50.0,22.0,55,38,24,58,55,64,68,58,64,58,60,82,67,86,28,78,80,35,38.0,38.0,84,82,78,3.0,5.0,3.0,5.0,3.0,2018
Guilherme Alvim Marinato,197,78,31,78,78,SUB,Russia,13,11.0,13.0,39.0,13.0,16,19,12,33,21,37,40,54,74,30,22,62,34,62,16,35,21,13,55.0,12.0,14,16,18,82.0,73.0,70.0,77.0,78.0,2018
Marek Suchý,183,84,29,78,78,CB,Czech Republic,43,48.0,77.0,72.0,43.0,60,32,39,70,70,60,65,64,70,65,64,76,79,82,52,72,77,32,50.0,64.0,78,80,77,14.0,11.0,15.0,15.0,7.0,2018
Victorio Maximiliano Pereira Páez,173,73,33,78,78,RB,Uruguay,77,57.0,62.0,75.0,57.0,75,70,50,70,75,72,74,76,75,83,76,75,79,68,60,88,78,70,65.0,62.0,75,79,82,16.0,8.0,6.0,10.0,9.0,2018
Balázs Dzsudzsák,179,72,30,78,78,RM,Hungary,84,72.0,42.0,73.0,73.0,79,84,85,72,75,78,76,84,73,73,84,62,76,61,83,53,35,72,81.0,85.0,27,21,20,10.0,7.0,14.0,7.0,10.0,2018
Denis Glushakov,182,81,30,78,78,RDM,Russia,70,73.0,68.0,80.0,65.0,74,45,59,75,80,71,68,67,76,74,85,80,80,71,77,71,74,75,75.0,75.0,77,78,74,10.0,8.0,8.0,12.0,9.0,2018
Lautaro Germán Acosta,169,67,29,78,78,RM,Argentina,60,71.0,55.0,78.0,71.0,80,65,45,66,78,91,94,88,79,90,77,79,68,39,68,73,42,77,78.0,63.0,26,30,24,12.0,6.0,14.0,12.0,9.0,2018
Julian Baumgartlinger,183,82,29,78,78,RCM,Austria,63,39.0,69.0,78.0,50.0,65,47,49,71,74,69,73,65,76,64,73,78,89,80,39,84,78,62,64.0,59.0,75,80,74,9.0,13.0,10.0,9.0,14.0,2018
Koen Casteels,197,86,25,78,81,SUB,Belgium,15,15.0,14.0,35.0,13.0,14,20,13,37,23,44,46,50,78,43,21,58,44,72,18,33,16,15,38.0,20.0,12,19,17,80.0,69.0,74.0,75.0,82.0,2018
Cenk Tosun,183,78,26,78,80,ST,Turkey,64,78.0,82.0,70.0,76.0,74,72,73,60,76,73,73,76,78,66,80,81,74,80,73,72,31,80,61.0,82.0,13,34,15,12.0,14.0,12.0,12.0,9.0,2018
Thomas Joseph Delaney,182,77,25,78,81,LM,Denmark,67,72.0,75.0,80.0,66.0,72,71,68,76,77,71,74,70,77,73,78,82,90,78,70,78,74,75,76.0,60.0,72,77,74,8.0,12.0,11.0,14.0,15.0,2018
Guido Burgstaller,187,80,28,78,78,SUB,Austria,69,80.0,73.0,72.0,74.0,74,62,42,58,73,69,77,66,78,62,80,75,91,81,73,80,29,84,62.0,64.0,17,31,12,12.0,7.0,14.0,10.0,9.0,2018
Teófilo Antonio Gutiérrez Roncancio,178,82,32,78,78,SUB,Colombia,73,80.0,73.0,77.0,75.0,78,67,63,69,83,66,65,76,77,74,78,80,68,76,76,77,25,81,76.0,72.0,13,26,20,14.0,13.0,11.0,6.0,13.0,2018
Charles Mariano Aránguiz Sandoval,171,71,28,78,78,LCM,Chile,78,64.0,53.0,81.0,68.0,74,75,76,81,80,77,73,81,70,85,80,61,86,64,75,68,73,75,80.0,79.0,54,64,61,15.0,7.0,12.0,8.0,13.0,2018
Vincent Paté Aboubakar,184,82,25,78,82,LS,Cameroon,57,74.0,77.0,74.0,70.0,80,69,67,68,79,77,83,75,75,63,78,78,77,83,76,77,33,76,72.0,76.0,12,23,19,8.0,10.0,9.0,7.0,8.0,2018
John Guidetti,185,79,25,78,82,SUB,Sweden,67,79.0,67.0,70.0,77.0,76,68,80,53,83,65,65,65,76,58,85,68,62,82,80,75,34,78,60.0,81.0,20,26,25,12.0,13.0,14.0,6.0,11.0,2018
Nacer Chadli,187,80,27,78,78,SUB,Belgium,75,76.0,67.0,77.0,73.0,83,77,78,68,80,74,78,65,75,54,81,71,77,83,76,59,43,77,76.0,76.0,37,48,44,12.0,11.0,12.0,10.0,13.0,2018
Łukasz Teodorczyk,188,86,26,78,80,SUB,Poland,58,82.0,84.0,69.0,76.0,67,50,49,64,72,66,74,63,79,58,77,75,80,81,69,77,24,84,65.0,65.0,13,22,20,15.0,11.0,7.0,7.0,14.0,2018
Mohamed Amine Elyounoussi,178,70,22,78,84,RM,Norway,75,69.0,65.0,82.0,74.0,80,73,59,75,78,88,82,86,72,83,76,83,82,61,70,49,36,70,73.0,64.0,39,31,44,12.0,7.0,8.0,7.0,13.0,2018
Tonny Emilio Trindade de Vilhena,175,73,22,78,84,SUB,Netherlands,75,62.0,60.0,78.0,68.0,77,70,68,76,80,77,69,76,77,84,80,76,85,75,75,83,73,67,77.0,53.0,60,74,69,12.0,8.0,16.0,12.0,12.0,2018
Pavel Kadeřábek,182,81,25,78,82,SUB,Czech Republic,85,56.0,69.0,75.0,57.0,74,54,52,69,76,77,84,68,76,66,66,68,84,77,57,75,69,55,64.0,54.0,74,76,75,10.0,11.0,14.0,13.0,7.0,2018
Konstantinos Fortounis,183,70,24,78,82,CAM,Greece,73,72.0,57.0,78.0,71.0,80,78,78,74,79,73,77,81,70,64,74,61,71,66,77,63,32,76,76.0,80.0,38,35,38,16.0,15.0,16.0,13.0,11.0,2018
Raúl Alonso Jiménez Rodríguez,187,81,26,78,80,LS,Mexico,69,75.0,82.0,71.0,80.0,74,70,45,67,77,75,77,76,79,51,78,70,81,81,69,80,41,82,71.0,87.0,29,36,28,7.0,11.0,13.0,14.0,10.0,2018
Benjamin Mendy,185,85,22,78,86,LB,France,82,33.0,64.0,76.0,20.0,76,77,29,68,76,79,84,68,76,71,68,69,82,81,63,75,76,70,58.0,40.0,73,76,78,7.0,7.0,9.0,15.0,9.0,2018
Marcel Sabitzer,177,74,23,78,82,RW,Austria,67,77.0,52.0,77.0,74.0,76,72,63,64,80,87,79,79,77,83,83,77,84,74,78,69,40,81,73.0,65.0,23,33,19,11.0,13.0,14.0,15.0,13.0,2018
Benjamin Thomas Davies,182,76,24,78,82,LCB,Wales,77,55.0,66.0,75.0,37.0,73,64,48,68,77,78,74,72,73,65,60,70,80,73,48,67,76,64,70.0,54.0,80,80,81,11.0,7.0,6.0,7.0,14.0,2018
Jesse Lingard,175,62,24,78,80,SUB,England,72,72.0,61.0,75.0,64.0,79,74,56,65,82,84,83,85,75,84,76,65,79,61,80,66,53,79,74.0,65.0,52,46,44,14.0,10.0,8.0,13.0,9.0,2018
Guido Hernán Pizarro Demestri,186,74,27,78,80,SUB,Argentina,62,59.0,60.0,80.0,62.0,69,66,54,72,74,64,56,61,72,54,66,71,91,80,65,87,80,67,71.0,60.0,72,77,77,7.0,12.0,16.0,15.0,7.0,2018
Andreas Samaris,189,84,28,78,78,SUB,Greece,63,58.0,78.0,75.0,55.0,70,58,73,69,75,59,60,60,72,58,77,75,78,86,71,90,82,59,64.0,66.0,75,80,74,11.0,11.0,8.0,7.0,12.0,2018
Kevin Wimmer,187,85,24,78,83,SUB,Austria,52,21.0,76.0,74.0,27.0,63,24,28,70,67,55,62,59,78,61,40,71,63,80,25,76,78,30,59.0,35.0,78,81,78,13.0,10.0,15.0,12.0,11.0,2018
Diego Sebastián Laxalt Suárez,178,68,24,78,82,SUB,Uruguay,77,64.0,43.0,78.0,49.0,77,61,60,74,78,86,90,82,70,77,70,65,92,60,66,65,42,68,68.0,49.0,53,53,57,10.0,12.0,10.0,9.0,8.0,2018
Darío Ismael Benedetto,175,75,27,78,79,SUB,Argentina,61,80.0,75.0,67.0,71.0,74,67,57,65,73,78,84,76,75,66,82,88,77,72,80,64,28,81,69.0,68.0,25,27,27,10.0,14.0,12.0,8.0,11.0,2018
Matías Vecino Falero,187,81,25,78,81,RCM,Uruguay,68,60.0,60.0,80.0,62.0,74,60,58,76,79,68,68,66,80,56,78,62,84,76,74,72,78,72,76.0,56.0,66,76,72,4.0,4.0,4.0,4.0,4.0,2018
Hirving Rodrigo Lozano Bahena,175,70,21,78,85,SUB,Mexico,74,72.0,56.0,71.0,71.0,83,69,59,68,77,94,93,92,75,76,75,75,80,57,72,42,53,75,72.0,64.0,25,27,25,11.0,10.0,14.0,14.0,10.0,2018
Christian Mate Pulisic,172,69,18,78,89,CAM,United States,65,71.0,49.0,76.0,70.0,86,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76.0,48.0,28,32,37,8.0,12.0,13.0,16.0,14.0,2018
Kasper Dolberg Rasmussen,187,82,19,78,88,SUB,Denmark,42,78.0,69.0,68.0,75.0,76,67,70,54,79,73,79,75,77,70,87,72,71,77,78,44,21,75,69.0,74.0,20,24,19,7.0,15.0,13.0,9.0,7.0,2018
André Miguel Valente da Silva,185,79,21,78,86,RS,Portugal,59,75.0,77.0,67.0,74.0,77,69,33,58,78,75,85,77,79,72,76,84,85,74,66,76,55,83,66.0,80.0,34,40,35,14.0,13.0,7.0,11.0,8.0,2018
Gareth McAuley,191,89,37,77,77,CB,Northern Ireland,49,50.0,85.0,53.0,23.0,27,39,33,50,66,36,31,33,77,33,44,74,67,79,30,81,77,45,52.0,49.0,78,81,72,6.0,11.0,12.0,10.0,13.0,2018
Wesley Hoolahan,168,71,35,77,77,CAM,Republic of Ireland,76,67.0,43.0,78.0,62.0,82,65,67,76,82,65,59,79,71,88,71,33,62,53,68,39,35,74,81.0,77.0,28,54,36,13.0,7.0,16.0,11.0,16.0,2018
Steven Davis,173,70,32,77,77,RCM,Northern Ireland,75,58.0,53.0,81.0,64.0,76,73,69,77,77,65,63,77,80,76,63,82,86,67,63,74,67,68,75.0,62.0,66,71,67,9.0,7.0,13.0,9.0,11.0,2018
Valon Behrami,185,78,32,77,77,RDM,Switzerland,69,56.0,68.0,75.0,69.0,69,70,69,72,74,63,63,70,77,67,76,70,77,77,69,90,75,63,73.0,72.0,69,78,78,12.0,11.0,7.0,15.0,11.0,2018
Itumeleng Khune,181,81,30,77,77,GK,South Africa,20,16.0,14.0,31.0,13.0,29,19,52,35,32,35,35,67,76,48,20,81,25,70,39,38,24,16,60.0,49.0,12,16,15,75.0,73.0,90.0,75.0,77.0,2018
Fábio Alexandre da Silva Coentrão,179,66,29,77,77,SUB,Portugal,77,65.0,71.0,75.0,63.0,81,78,51,69,72,77,73,67,68,76,69,77,68,64,64,82,80,65,69.0,54.0,72,77,82,7.0,13.0,16.0,15.0,14.0,2018
Lasse Schøne,176,75,31,77,77,RM,Denmark,81,70.0,60.0,82.0,84.0,74,85,86,77,82,45,55,72,70,79,83,70,66,55,82,65,81,67,83.0,77.0,50,55,51,16.0,16.0,9.0,12.0,11.0,2018
Perparim Hetemaj,175,76,30,77,77,LM,Finland,74,54.0,58.0,78.0,77.0,77,74,69,76,78,78,78,84,75,83,76,90,91,69,73,86,73,73,76.0,69.0,68,72,76,13.0,11.0,8.0,9.0,6.0,2018
Felipe Salvador Caicedo Corozo,183,84,28,77,77,LS,Ecuador,59,72.0,75.0,69.0,75.0,72,66,68,53,77,70,74,61,78,67,84,75,66,90,68,80,43,82,61.0,73.0,42,44,47,7.0,13.0,7.0,8.0,10.0,2018
Bořek Dočkal,182,72,28,77,77,SUB,Czech Republic,82,69.0,57.0,79.0,72.0,77,82,80,77,79,68,66,67,74,71,78,64,66,57,78,59,54,72,81.0,75.0,38,52,38,10.0,9.0,14.0,11.0,8.0,2018
José Martín Cáceres Silva,180,78,30,77,77,LB,Uruguay,68,37.0,76.0,65.0,65.0,60,68,41,65,64,74,74,79,70,74,70,91,72,74,59,76,80,50,58.0,50.0,80,78,77,2.0,3.0,4.0,2.0,4.0,2018
Carlos Alberto Sánchez Moreno,182,82,31,77,77,RDM,Colombia,60,48.0,70.0,78.0,43.0,70,52,58,76,75,65,68,63,74,47,72,75,84,87,68,80,78,58,68.0,62.0,68,79,70,11.0,6.0,7.0,13.0,7.0,2018
Håvard Nordtveit,188,83,27,77,79,RCB,Norway,66,40.0,77.0,73.0,38.0,64,64,66,77,71,63,64,61,77,59,72,68,79,81,66,78,75,57,70.0,56.0,77,78,77,14.0,8.0,9.0,13.0,10.0,2018
Harry Nicholas Arter,176,70,27,77,78,SUB,Republic of Ireland,62,70.0,49.0,82.0,63.0,72,64,70,77,76,67,67,75,73,76,76,71,77,75,75,84,71,68,75.0,68.0,64,74,66,7.0,7.0,11.0,10.0,8.0,2018
Michael Lang,185,79,26,77,79,SUB,Switzerland,80,68.0,80.0,74.0,74.0,60,45,55,73,75,72,75,65,64,57,74,80,85,80,68,69,74,65,48.0,59.0,78,79,77,12.0,8.0,9.0,10.0,11.0,2018
Joseph Michael Allen,168,62,27,77,78,RCM,Wales,68,68.0,44.0,82.0,38.0,75,58,50,75,77,65,60,78,82,90,63,78,86,59,60,74,76,69,72.0,52.0,68,77,70,10.0,13.0,12.0,6.0,8.0,2018
Benjamin Moukandjo Bilé,180,74,28,77,77,RM,Cameroon,72,80.0,68.0,71.0,72.0,79,71,71,60,75,90,91,83,76,70,78,71,70,65,65,51,32,77,65.0,79.0,25,20,19,14.0,14.0,8.0,12.0,10.0,2018
Ivelin Popov,185,77,29,77,77,CAM,Bulgaria,69,72.0,66.0,76.0,66.0,74,67,76,74,79,80,78,74,74,60,79,62,75,68,72,73,49,76,75.0,71.0,39,51,44,14.0,7.0,7.0,15.0,8.0,2018
Joshua Christian Kojo King,180,74,25,77,81,SUB,Norway,63,82.0,63.0,68.0,67.0,77,69,42,48,74,87,92,78,72,71,78,72,73,77,69,50,33,77,56.0,72.0,22,26,19,12.0,9.0,11.0,12.0,7.0,2018
